City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
525,Plouzane,FR,2022-05-14 22:22:37,48.3833,-4.6167,57.25,91,0,5.75,clear sky
526,Nagua,DO,2022-05-14 22:22:38,19.3832,-69.8474,82.45,78,40,11.5,scattered clouds
527,Cockburn Town,TC,2022-05-14 22:22:38,21.4612,-71.1419,79.29,86,100,20.65,overcast clouds
528,Vestmannaeyjar,IS,2022-05-14 22:22:39,63.4427,-20.2734,45.88,88,100,28.39,overcast clouds
529,Laguna,US,2022-05-14 22:22:40,38.421,-121.4238,91.49,24,0,12.66,clear sky
530,Khonsa,IN,2022-05-14 22:22:41,27.0167,95.5667,65.28,98,99,2.77,overcast clouds
531,Buin,CL,2022-05-14 22:19:07,-33.7333,-70.75,66.52,42,100,2.48,overcast clouds
532,Brodokalmak,RU,2022-05-14 22:22:42,55.5748,62.082,52.7,73,83,8.55,broken clouds
533,Bouna,CI,2022-05-14 22:22:43,9.2667,-3.0,78.96,76,45,6.82,scattered clouds
534,Taihe,CN,2022-05-14 22:22:44,30.8712,105.3845,57.76,78,100,2.91,light rain
535,Banamba,ML,2022-05-14 22:22:44,13.55,-7.45,89.2,7,29,9.08,scattered clouds
536,Morgan City,US,2022-05-14 22:22:45,29.6994,-91.2068,88.02,65,65,9.35,broken clouds
537,Havoysund,NO,2022-05-14 22:19:47,70.9963,24.6622,39.43,87,97,10.29,overcast clouds
538,Moa,CU,2022-05-14 22:22:46,20.6569,-74.9403,80.55,79,96,2.82,overcast clouds
539,Lavrentiya,RU,2022-05-14 22:22:47,65.5833,-171.0,31.06,99,97,7.58,overcast clouds
540,Whitefish,US,2022-05-14 22:22:48,48.4111,-114.3376,51.55,56,100,11.5,overcast clouds
541,Tuatapere,NZ,2022-05-14 22:22:49,-46.1333,167.6833,47.35,87,80,3.47,broken clouds
542,Cabras,IT,2022-05-14 22:22:50,39.93,8.5314,59.18,50,66,5.19,broken clouds
543,Manzhouli,CN,2022-05-14 22:22:51,49.6,117.4333,49.05,42,88,6.96,overcast clouds
544,Outjo,NA,2022-05-14 22:22:51,-20.1167,16.15,61.02,31,1,4.59,clear sky
545,Havre-Saint-Pierre,CA,2022-05-14 22:22:52,50.2334,-63.5986,61.16,27,0,13.8,clear sky
546,Mogadishu,SO,2022-05-14 22:22:53,2.0371,45.3438,80.46,84,77,14.34,broken clouds
547,Truth Or Consequences,US,2022-05-14 22:22:54,33.1284,-107.2528,94.91,3,0,6.91,clear sky
548,Sanming,CN,2022-05-14 22:22:55,26.2486,117.6186,63.84,99,100,3.91,overcast clouds
549,Geraldton,AU,2022-05-14 22:14:21,-28.7667,114.6,59.41,82,100,6.91,overcast clouds
550,Kalmunai,LK,2022-05-14 22:09:20,7.4167,81.8167,79.21,83,100,8.55,overcast clouds
551,Ayakudi,IN,2022-05-14 22:22:57,10.45,77.55,76.98,85,100,1.77,overcast clouds
552,Arcachon,FR,2022-05-14 22:22:57,44.5875,-1.0519,65.41,94,100,0.0,overcast clouds
553,Taylorville,US,2022-05-14 22:22:58,39.5489,-89.2945,89.49,34,0,9.22,clear sky
554,Nadym,RU,2022-05-14 22:22:59,65.5333,72.5167,43.18,97,100,8.66,overcast clouds
555,Santa Cruz,BO,2022-05-14 22:23:01,-17.8,-63.1667,77.05,65,75,12.66,broken clouds
556,Rawah,IQ,2022-05-14 22:23:01,34.4816,41.9093,79.25,25,97,12.64,overcast clouds
557,San Matias,BO,2022-05-14 22:23:02,-16.3667,-58.4,83.41,44,32,5.14,scattered clouds
558,Zavoi,RO,2022-05-14 22:23:03,45.5167,22.4167,55.98,81,56,3.49,broken clouds
559,Wellington,NZ,2022-05-14 22:23:04,-41.2866,174.7756,60.06,91,75,2.3,broken clouds
560,Mount Barker,AU,2022-05-14 22:23:05,-35.0667,138.8667,57.11,94,21,10.0,light rain
561,Mazagao,BR,2022-05-14 22:23:05,-0.115,-51.2894,80.65,95,98,3.51,moderate rain
562,Sabzevar,IR,2022-05-14 22:23:06,36.2126,57.6819,57.67,39,0,12.71,clear sky
563,Olafsvik,IS,2022-05-14 22:23:07,64.8945,-23.7142,42.33,75,100,15.75,moderate rain
564,Alugan,PH,2022-05-14 22:23:08,12.2188,125.4808,78.28,85,100,7.43,overcast clouds
565,Loandjili,CG,2022-05-14 22:23:08,-4.7561,11.8578,77.0,91,18,3.94,few clouds
566,Lazaro Cardenas,MX,2022-05-14 22:23:09,17.9583,-102.2,86.25,60,72,13.8,broken clouds
567,Skjervoy,NO,2022-05-14 22:23:10,70.0311,20.9714,42.8,97,100,11.61,light rain
568,Salina,US,2022-05-14 22:20:01,38.8403,-97.6114,91.31,31,0,8.05,clear sky
569,Fasa,IR,2022-05-14 22:23:12,28.9383,53.6482,67.24,24,0,6.91,dust
570,Banda Aceh,ID,2022-05-14 22:23:12,5.5577,95.3222,80.31,82,95,2.55,overcast clouds
571,Damascus,SY,2022-05-14 22:18:24,33.5102,36.2913,72.36,32,88,16.33,light rain
572,Bardiyah,LY,2022-05-14 22:23:13,31.7561,25.0865,64.81,78,1,7.83,clear sky
573,Dombarovskiy,RU,2022-05-14 22:21:12,50.7587,59.5386,52.36,73,77,7.83,broken clouds
574,Novobirilyussy,RU,2022-05-14 22:23:15,56.9514,90.6661,57.4,56,96,4.32,overcast clouds
575,Kristiinankaupunki,FI,2022-05-14 22:23:15,62.2743,21.376,42.55,78,9,17.02,clear sky
576,Naze,JP,2022-05-14 22:21:42,28.3667,129.4833,63.52,82,100,14.47,overcast clouds
577,Agropoli,IT,2022-05-14 22:23:16,40.3469,14.9966,61.45,78,1,4.0,clear sky
578,Mayo,US,2022-05-14 22:23:17,38.8876,-76.5119,70.21,93,100,3.44,mist
579,Irece,BR,2022-05-14 22:19:24,-11.3042,-41.8558,76.1,45,91,12.66,overcast clouds
580,Glenwood Springs,US,2022-05-14 22:23:18,39.5505,-107.3248,77.92,17,0,14.97,clear sky
581,Puerto Asis,CO,2022-05-14 22:23:19,0.5133,-76.5007,76.5,87,100,0.51,overcast clouds
582,Evanton,GB,2022-05-14 22:23:20,57.6638,-4.34,50.59,88,84,1.9,broken clouds
583,Mount Isa,AU,2022-05-14 22:23:21,-20.7333,139.5,60.57,88,7,0.0,clear sky
584,Vao,NC,2022-05-14 22:23:22,-22.6667,167.4833,73.58,71,71,18.92,broken clouds
585,Dali,CN,2022-05-14 22:23:22,25.7,100.1833,61.74,90,91,4.32,overcast clouds
586,Guerrero Negro,MX,2022-05-14 22:23:06,27.9769,-114.0611,76.64,40,100,15.93,overcast clouds
587,Kango,GA,2022-05-14 22:23:24,0.1943,10.0951,75.88,97,100,2.28,light rain
588,Santiago Del Estero,AR,2022-05-14 22:23:25,-27.7951,-64.2615,64.11,63,76,6.78,broken clouds
589,Mala,PE,2022-05-14 22:23:26,-12.6581,-76.6308,67.59,77,28,5.79,scattered clouds
590,Shahreza,IR,2022-05-14 22:23:27,32.0339,51.8794,54.25,35,0,4.03,clear sky
591,El Tigre,VE,2022-05-14 22:23:27,8.8875,-64.2454,88.07,43,88,9.15,overcast clouds
592,Chapais,CA,2022-05-14 22:23:28,49.7834,-74.8492,74.98,50,100,6.71,overcast clouds
593,Cartagena,CO,2022-05-14 22:19:04,10.3997,-75.5144,85.62,79,75,6.31,broken clouds
594,Ishigaki,JP,2022-05-14 22:23:29,24.3448,124.1572,75.33,100,100,8.05,overcast clouds
595,High Level,CA,2022-05-14 22:23:30,58.5169,-117.136,59.11,58,75,6.91,broken clouds
596,Mpika,ZM,2022-05-14 22:23:31,-11.8343,31.4529,55.58,65,1,4.9,clear sky
597,Kostomuksha,RU,2022-05-14 22:23:32,64.571,30.5767,42.48,88,95,4.14,overcast clouds
598,Ucluelet,CA,2022-05-14 22:23:33,48.9329,-125.5528,51.1,92,100,3.0,overcast clouds
599,Otacilio Costa,BR,2022-05-14 22:23:34,-27.4831,-50.1219,54.57,95,100,1.72,overcast clouds
600,Gumdag,TM,2022-05-14 22:23:34,39.2061,54.5906,70.03,39,2,9.98,clear sky
601,Marrakesh,MA,2022-05-14 22:18:36,31.6315,-8.0083,68.07,64,0,9.22,clear sky
602,Poplar Bluff,US,2022-05-14 22:23:36,36.757,-90.3929,89.33,40,0,3.44,clear sky
603,Lerwick,GB,2022-05-14 22:23:37,60.1545,-1.1494,48.2,87,89,8.14,overcast clouds
604,Ulladulla,AU,2022-05-14 22:23:38,-35.35,150.4667,63.77,83,93,2.48,moderate rain
605,Umm Lajj,SA,2022-05-14 22:13:43,25.0213,37.2685,91.96,26,0,5.82,clear sky
606,Pacific Grove,US,2022-05-14 22:23:40,36.6177,-121.9166,83.55,73,20,8.05,few clouds
607,Mentougou,CN,2022-05-14 22:23:40,39.9392,116.0917,50.94,28,0,3.85,clear sky
608,Spirit River,CA,2022-05-14 22:23:42,55.7833,-118.8361,57.63,28,57,11.43,broken clouds
609,Rulenge,TZ,2022-05-14 22:23:42,-2.7175,30.6325,60.66,94,14,3.15,few clouds
610,Badhni Kalan,IN,2022-05-14 22:23:43,30.6833,75.2833,90.28,6,0,4.5,clear sky
611,Los Llanos De Aridane,ES,2022-05-14 22:21:51,28.6585,-17.9182,64.15,74,20,7.0,few clouds
612,New York,US,2022-05-14 22:21:29,40.7143,-74.006,70.16,91,100,5.75,moderate rain
613,Sai Buri,TH,2022-05-14 22:23:45,6.7013,101.6168,78.78,87,73,3.47,broken clouds
614,Conceicao Do Araguaia,BR,2022-05-14 22:23:46,-8.2578,-49.2647,78.08,78,93,2.26,overcast clouds
615,Rubbestadneset,NO,2022-05-14 22:23:46,59.8147,5.2681,49.48,91,67,6.73,broken clouds
616,Pozo Colorado,PY,2022-05-14 22:23:47,-23.4923,-58.7972,64.65,97,100,7.67,overcast clouds
617,Tarauaca,BR,2022-05-14 22:23:48,-8.1614,-70.7656,80.89,81,71,1.21,broken clouds
618,Kieta,PG,2022-05-14 22:23:49,-6.2167,155.6333,82.62,67,46,1.36,scattered clouds
619,Cayenne,GF,2022-05-14 22:20:43,4.9333,-52.3333,82.09,1,20,5.75,few clouds
620,Nabire,ID,2022-05-14 22:23:50,-3.3667,135.4833,76.46,85,87,2.51,overcast clouds
621,Moindou,NC,2022-05-14 22:23:51,-21.6924,165.677,75.54,70,70,4.7,broken clouds
622,Sabang,ID,2022-05-14 22:23:51,5.8933,95.3214,83.03,76,100,4.43,overcast clouds
623,Punta Alta,AR,2022-05-14 22:23:12,-38.8759,-62.0736,53.47,58,1,10.04,clear sky
624,Richards Bay,ZA,2022-05-14 22:23:53,-28.783,32.0377,67.12,92,95,6.38,light rain
625,Ambunti,PG,2022-05-14 22:23:53,-4.2365,142.8448,77.27,88,91,0.58,overcast clouds
626,Aksarka,RU,2022-05-14 22:19:25,66.5606,67.7975,39.4,99,100,8.86,overcast clouds
627,Nome,US,2022-05-14 22:23:54,64.5011,-165.4064,37.17,69,100,12.66,overcast clouds
628,Olinda,BR,2022-05-14 22:23:55,-8.0089,-34.8553,82.13,74,40,10.36,scattered clouds
629,Portland,US,2022-05-14 22:20:43,45.5234,-122.6762,71.64,47,40,12.66,scattered clouds
630,Tura,IN,2022-05-14 22:23:57,25.5198,90.2201,73.02,98,93,7.2,heavy intensity rain
631,Menongue,AO,2022-05-14 22:23:57,-14.6585,17.691,59.4,54,2,4.85,clear sky
632,Hastings,GB,2022-05-14 22:23:58,50.8552,0.5729,56.79,83,89,9.82,overcast clouds
633,Mikhaylovka,RU,2022-05-14 22:23:59,50.06,43.2379,50.7,94,99,7.54,overcast clouds
634,Narrabri,AU,2022-05-14 22:23:59,-30.3167,149.7833,69.53,85,68,1.99,broken clouds
635,San-Pedro,CI,2022-05-14 22:24:00,4.7485,-6.6363,76.32,92,100,4.59,overcast clouds
636,Port Lavaca,US,2022-05-14 22:24:01,28.615,-96.6261,92.3,54,0,12.66,clear sky
637,Mwinilunga,ZM,2022-05-14 22:24:02,-11.7358,24.4293,57.4,63,0,4.54,clear sky
638,Sinop,TR,2022-05-14 22:24:03,41.7711,34.8709,55.87,75,88,5.26,overcast clouds
639,Barcelos,PT,2022-05-14 22:15:07,41.5388,-8.6151,64.85,81,87,8.19,overcast clouds
640,Westport,US,2022-05-14 22:24:04,41.1415,-73.3579,71.15,93,100,4.61,moderate rain
641,Paulo Afonso,BR,2022-05-14 22:24:05,-9.4061,-38.2147,78.46,69,86,12.68,overcast clouds
642,Auki,SB,2022-05-14 22:24:06,-8.7676,160.7034,81.81,77,51,1.07,broken clouds
643,Puerto Carreno,CO,2022-05-14 22:24:07,6.189,-67.4859,78.78,94,40,12.66,thunderstorm with light rain
644,Kaeo,NZ,2022-05-14 22:24:08,-35.1,173.7833,64.33,89,75,7.38,broken clouds
645,Vila Velha,BR,2022-05-14 22:24:10,-20.3297,-40.2925,78.75,65,75,8.05,broken clouds
646,Chifeng,CN,2022-05-14 22:24:11,42.2683,118.9636,46.89,49,1,7.9,clear sky
647,Scottsbluff,US,2022-05-14 22:24:12,41.8666,-103.6672,71.83,29,100,12.66,overcast clouds
648,Kardailovo,RU,2022-05-14 22:24:14,51.5386,53.9042,53.22,87,100,7.27,overcast clouds
649,Fort-Shevchenko,KZ,2022-05-14 22:24:15,44.5086,50.263,58.8,79,74,21.05,broken clouds
650,Natal,BR,2022-05-14 22:23:36,-5.795,-35.2094,79.45,94,20,6.91,few clouds
651,Dodge City,US,2022-05-14 22:21:03,37.7528,-100.0171,85.24,33,0,16.11,clear sky
652,Manaus,BR,2022-05-14 22:24:17,-3.1019,-60.025,82.89,83,75,6.91,moderate rain
653,Champerico,GT,2022-05-14 22:24:18,14.3,-91.9167,82.94,62,68,9.62,broken clouds
654,West Plains,US,2022-05-14 22:24:19,36.7281,-91.8524,76.08,82,40,5.75,thunderstorm
655,Libreville,GA,2022-05-14 22:24:20,0.3925,9.4537,79.93,85,100,6.13,light rain
656,Radviliskis,LT,2022-05-14 22:24:21,55.8167,23.5333,48.25,87,75,9.22,broken clouds
657,Jalu,LY,2022-05-14 22:24:22,29.0331,21.5482,71.01,42,0,13.15,clear sky
658,Bowen,AU,2022-05-14 22:24:23,-20.0167,148.2333,73.09,83,98,3.83,overcast clouds
659,Singaparna,ID,2022-05-14 22:24:24,-7.3515,108.111,72.57,96,99,1.12,light rain
660,Nchelenge,ZM,2022-05-14 22:24:24,-9.3451,28.734,66.29,69,1,5.3,clear sky
661,Nelson Bay,AU,2022-05-14 22:24:25,-32.7167,152.15,67.1,97,89,1.01,overcast clouds
662,Ivybridge,GB,2022-05-14 22:24:27,50.3904,-3.9191,54.32,88,97,3.98,moderate rain
663,Huilong,CN,2022-05-14 22:24:28,31.8111,121.655,61.93,62,100,1.03,overcast clouds
664,Mangan,IN,2022-05-14 22:24:29,27.5167,88.5333,72.27,86,86,3.24,overcast clouds
665,Kyabram,AU,2022-05-14 22:24:30,-36.3167,145.05,56.88,83,53,5.08,broken clouds
666,Rio Gallegos,AR,2022-05-14 22:21:44,-51.6226,-69.2181,44.65,76,20,8.05,few clouds
667,Pochutla,MX,2022-05-14 22:24:31,15.7432,-96.4661,88.83,49,91,7.92,overcast clouds
668,Lumphat,KH,2022-05-14 22:24:32,13.4878,106.9816,79.12,88,100,2.95,overcast clouds
669,Indianola,US,2022-05-14 22:19:53,41.3581,-93.5574,85.86,29,48,7.25,scattered clouds
670,Cuiluan,CN,2022-05-14 22:24:34,47.72,128.648,45.54,81,100,9.62,overcast clouds
671,Davila,PH,2022-05-14 22:24:35,18.4726,120.5763,78.78,77,79,2.19,broken clouds
672,Baykit,RU,2022-05-14 22:24:36,61.67,96.37,49.19,74,10,1.28,clear sky
673,Tiznit,MA,2022-05-14 22:24:36,29.5833,-9.5,67.01,64,78,2.66,broken clouds
674,Santiago,CL,2022-05-14 22:21:33,-33.4569,-70.6483,65.64,48,40,5.75,haze
675,Zhanakorgan,KZ,2022-05-14 22:24:38,43.9098,67.2495,62.91,59,21,5.39,few clouds
676,Impfondo,CG,2022-05-14 22:24:39,1.6381,18.0667,70.68,98,100,2.35,overcast clouds
677,Pangai,TO,2022-05-14 22:24:40,-19.8,-174.35,76.41,60,63,16.93,broken clouds
678,Batagay-Alyta,RU,2022-05-14 22:20:18,67.8006,130.4114,13.05,85,18,3.36,few clouds
679,Tautira,PF,2022-05-14 22:24:41,-17.7333,-149.15,80.13,69,3,15.77,clear sky
680,Coolum Beach,AU,2022-05-14 22:24:42,-26.5333,153.1,73.11,100,67,6.64,broken clouds
681,Zhezkazgan,KZ,2022-05-14 22:24:43,47.8043,67.7144,55.54,60,26,7.29,scattered clouds
682,Apiai,BR,2022-05-14 22:24:43,-24.5094,-48.8425,55.74,96,98,2.8,overcast clouds
683,Dukat,RU,2022-05-14 22:24:44,62.55,155.55,29.62,98,100,5.39,overcast clouds
684,Maryville,US,2022-05-14 22:24:45,35.7565,-83.9705,82.9,57,40,6.91,scattered clouds
685,Puerto Baquerizo Moreno,EC,2022-05-14 22:24:45,-0.9,-89.6,77.99,69,40,17.27,scattered clouds
686,Haverfordwest,GB,2022-05-14 22:24:46,51.8017,-4.9691,57.54,84,98,6.44,overcast clouds
687,Portici,IT,2022-05-14 22:24:47,40.8156,14.3372,64.81,92,0,3.44,clear sky
688,Cacu,BR,2022-05-14 22:24:48,-18.5567,-51.1308,72.23,71,73,2.24,broken clouds
689,Colon,PA,2022-05-14 22:24:48,9.3592,-79.9014,78.42,89,100,3.58,overcast clouds
690,Antofagasta,CL,2022-05-14 22:21:58,-23.65,-70.4,58.28,78,29,6.4,scattered clouds
691,Sakskobing,DK,2022-05-14 22:24:49,54.7997,11.626,49.08,81,32,11.59,scattered clouds
692,Tshane,BW,2022-05-14 22:24:51,-24.0196,21.8684,64.58,28,1,5.66,clear sky
693,Severo-Yeniseyskiy,RU,2022-05-14 22:24:52,60.3725,93.0408,46.04,79,100,3.36,overcast clouds
694,Avanigadda,IN,2022-05-14 22:24:53,16.0215,80.9181,84.02,82,20,5.61,few clouds
695,Viesite,LV,2022-05-14 22:24:55,56.3475,25.5551,45.81,97,100,7.76,overcast clouds
696,The Valley,AI,2022-05-14 22:24:56,18.217,-63.0578,80.74,69,40,17.27,scattered clouds
697,Vicosa,BR,2022-05-14 22:24:56,-20.7539,-42.8819,68.18,87,2,5.19,clear sky
698,Jishou,CN,2022-05-14 22:24:57,28.3167,109.7167,54.34,98,100,1.97,overcast clouds
699,Chipinge,ZW,2022-05-14 22:15:04,-20.1883,32.6236,54.9,79,0,3.31,clear sky
700,Viedma,AR,2022-05-14 22:24:59,-40.8135,-62.9967,50.5,56,2,13.18,clear sky
